Epoch,Avg_Train_lossA,Avg_Train_lossB,TestLossA,TestLossB,DiscrimA,DiscrimB,GenA,GenB
1,0.2871429,0.28637078,0.06368937343358994,0.0637204572558403,0.1269962,0.13656133,6.5011296,6.26905
