Epoch,Avg_Train_lossA,Avg_Train_lossB,TestLossA,TestLossB,DiscrimA,DiscrimB,GenA,GenB
1,0.28659514,0.28582263,0.06491360813379288,0.06527334451675415,0.13542621,0.12490121,6.068738,6.224221
